sample	transcript	read_length
Control_1_demo	ENST00000306376	1550
Control_1_demo	ENST00000360375	3740
Control_1_demo	ENST00000360375	3083
Control_1_demo	ENST00000360375	3732
Control_1_demo	ENST00000360375	2807
Control_1_demo	ENST00000360375	3927
Control_1_demo	ENST00000300870	3294
Control_1_demo	ENST00000300870	3313
Control_1_demo	ENST00000300870	669
Control_1_demo	ENST00000300870	2607
Control_1_demo	ENST00000300870	3215
Control_1_demo	ENST00000300870	3234
Control_1_demo	ENST00000300870	3295
Control_1_demo	ENST00000300870	3147
Control_1_demo	ENST00000300870	3355
Control_1_demo	ENST00000300870	3266
Control_1_demo	ENST00000300870	3246
Control_1_demo	ENST00000300870	3236
Control_1_demo	ENST00000300870	2359
Control_1_demo	ENST00000300870	3084
Control_1_demo	ENST00000300870	2812
Control_1_demo	ENST00000300870	2691
Control_1_demo	ENST00000300870	2780
Control_1_demo	ENST00000300870	2232
Control_1_demo	ENST00000300870	1215
Control_1_demo	ENST00000300870	1562
Control_1_demo	ENST00000300870	1489
Control_1_demo	ENST00000300870	1181
Control_1_demo	ENST00000300870	780
Control_1_demo	ENST00000300870	648
Control_1_demo	ENST00000261833	1953
Control_1_demo	ENST00000261833	3862
Control_1_demo	ENST00000261833	2322
Control_1_demo	ENST00000261833	473
Control_1_demo	ENST00000261833	2337
Control_1_demo	ENST00000261833	2089
Control_1_demo	ENST00000261833	692
Control_1_demo	ENST00000392588	2855
Control_1_demo	ENST00000392588	2303
Control_1_demo	ENST00000392588	1559
Control_1_demo	ENST00000392588	990
Control_1_demo	ENST00000392588	897
Control_1_demo	ENST00000392588	910
Control_1_demo	ENST00000381538	3697
Control_1_demo	ENST00000381538	3640
Control_1_demo	ENST00000381538	3253
Control_1_demo	ENST00000381538	3408
Control_1_demo	ENST00000381538	3302
Control_1_demo	ENST00000381538	2554
Control_1_demo	ENST00000381538	2828
Control_1_demo	ENST00000381538	1864
Control_1_demo	ENST00000381538	1957
Control_1_demo	ENST00000381538	1851
Control_1_demo	ENST00000381538	1391
Control_1_demo	ENST00000381538	1398
Control_1_demo	ENST00000381538	1280
Control_1_demo	ENST00000381538	1264
Control_1_demo	ENST00000381538	777
Control_1_demo	ENST00000448232	5109
Control_1_demo	ENST00000448232	4736
Control_1_demo	ENST00000448232	2158
Control_1_demo	ENST00000448232	845
Control_1_demo	ENST00000448232	2414
Control_1_demo	ENST00000448232	2115
Control_1_demo	ENST00000448232	1381
Control_1_demo	ENST00000448232	1734
Control_1_demo	ENST00000448232	563
Control_1_demo	ENST00000174653	3429
Control_1_demo	ENST00000174653	2324
Control_1_demo	ENST00000174653	2106
Control_1_demo	ENST00000174653	2012
Control_1_demo	ENST00000174653	1582
Control_1_demo	ENST00000174653	1347
Control_1_demo	ENST00000174653	1065
Control_1_demo	ENST00000394970	2228
Control_1_demo	ENST00000394970	2051
Control_1_demo	ENST00000394970	1864
Control_1_demo	ENST00000394970	1711
Control_1_demo	ENST00000394970	1232
Control_1_demo	ENST00000637886	4968
Control_1_demo	ENST00000637886	4494
Control_1_demo	ENST00000637886	4070
Control_1_demo	ENST00000637886	1823
Control_1_demo	ENST00000637886	1745
Control_1_demo	ENST00000637886	1453
Control_1_demo	ENST00000637886	739
Control_1_demo	ENST00000637886	1441
Control_1_demo	ENST00000302475	4348
Control_1_demo	ENST00000302475	773
Control_1_demo	ENST00000302475	2124
Control_1_demo	ENST00000314328	5883
Control_1_demo	ENST00000314328	5745
Control_1_demo	ENST00000314328	4548
Control_1_demo	ENST00000314328	3635
Control_1_demo	ENST00000314328	2713
Control_1_demo	ENST00000314328	2521
Control_1_demo	ENST00000314328	1681
Control_1_demo	ENST00000314328	606
Control_1_demo	ENST00000314328	552
Control_1_demo	ENST00000314328	546
Control_1_demo	ENST00000314328	497
Control_1_demo	ENST00000600228	3145
Control_1_demo	ENST00000600228	2667
Control_1_demo	ENST00000600228	2052
Control_1_demo	ENST00000600228	652
Control_1_demo	ENST00000600228	3370
Control_1_demo	ENST00000600228	2192
Control_1_demo	ENST00000600228	749
Control_1_demo	ENST00000600228	655
Control_1_demo	ENST00000258281	3132
Control_1_demo	ENST00000258281	3111
Control_1_demo	ENST00000258281	1388
Control_1_demo	ENST00000258281	3199
Control_1_demo	ENST00000258281	3084
Control_1_demo	ENST00000258281	3225
Control_1_demo	ENST00000258281	3094
Control_1_demo	ENST00000258281	617
Control_1_demo	ENST00000424629	1207
Control_1_demo	ENST00000424629	2273
Control_1_demo	ENST00000424629	714
Control_1_demo	ENST00000424629	2588
Control_1_demo	ENST00000424629	2415
Control_1_demo	ENST00000424629	1173
Control_1_demo	ENST00000424629	1789
Control_1_demo	ENST00000424629	1476
Control_1_demo	ENST00000402965	1807
Control_1_demo	ENST00000402965	1701
Control_1_demo	ENST00000402965	1703
Control_1_demo	ENST00000402965	1922
Control_1_demo	ENST00000402965	1082
Control_1_demo	ENST00000402965	1032
Control_1_demo	ENST00000402965	959
Control_1_demo	ENST00000402965	692
Control_1_demo	ENST00000402965	641
Control_1_demo	ENST00000509018	4942
Control_1_demo	ENST00000509018	2767
Control_1_demo	ENST00000509018	2590
Control_1_demo	ENST00000509018	2529
Control_1_demo	ENST00000509018	2089
Control_1_demo	ENST00000509018	1969
Control_1_demo	ENST00000509018	1905
Control_1_demo	ENST00000509018	1814
Control_1_demo	ENST00000509018	1598
Control_1_demo	ENST00000509018	1097
Control_1_demo	ENST00000509018	666
Control_1_demo	ENST00000271332	2715
Control_1_demo	ENST00000271332	3324
Control_1_demo	ENST00000271332	2483
Control_1_demo	ENST00000271332	2140
Control_1_demo	ENST00000271332	1817
Control_1_demo	ENST00000271332	2095
Control_1_demo	ENST00000271332	1680
Control_1_demo	ENST00000271332	1538
Control_1_demo	ENST00000271332	1392
Control_1_demo	ENST00000271332	1106
Control_1_demo	ENST00000271332	1244
Control_1_demo	ENST00000271332	1060
Control_1_demo	ENST00000271332	963
Control_1_demo	ENST00000271332	917
Control_1_demo	ENST00000271332	936
Control_1_demo	ENST00000271332	586
Control_1_demo	ENST00000271332	584
Control_1_demo	ENST00000271332	624
Control_1_demo	ENST00000379802	4278
Control_1_demo	ENST00000379802	4057
Control_1_demo	ENST00000379802	3562
Control_1_demo	ENST00000379802	2501
Control_1_demo	ENST00000379802	2281
Control_1_demo	ENST00000379802	1542
Control_1_demo	ENST00000379802	1622
Control_1_demo	ENST00000379802	1482
Control_1_demo	ENST00000379802	1050
Control_1_demo	ENST00000379802	890
Control_1_demo	ENST00000379802	625
Control_1_demo	ENST00000379802	332
Control_1_demo	ENST00000398506	2173
Control_1_demo	ENST00000398506	2154
Control_1_demo	ENST00000398506	1317
Control_1_demo	ENST00000398506	1520
Control_1_demo	ENST00000398506	959
Control_1_demo	ENST00000398506	669
Control_1_demo	ENST00000398506	862
Control_1_demo	ENST00000398506	435
Control_1_demo	ENST00000368990	3833
Control_1_demo	ENST00000368990	3352
Control_1_demo	ENST00000368990	2569
Control_1_demo	ENST00000368990	2172
Control_1_demo	ENST00000368990	1942
Control_1_demo	ENST00000368990	1339
Control_1_demo	ENST00000368990	1371
Control_1_demo	ENST00000368990	1294
Control_1_demo	ENST00000368990	1289
Control_1_demo	ENST00000368990	987
Control_1_demo	ENST00000368990	846
Control_1_demo	ENST00000368990	809
Control_1_demo	ENST00000368990	731
Control_1_demo	ENST00000395153	3859
Control_1_demo	ENST00000395153	2273
Control_1_demo	ENST00000395153	1810
Control_1_demo	ENST00000320985	3372
Control_1_demo	ENST00000320985	2220
Control_1_demo	ENST00000320985	2233
Control_1_demo	ENST00000320985	2139
Control_1_demo	ENST00000320985	1857
Control_1_demo	ENST00000320985	1901
Control_1_demo	ENST00000320985	955
Control_1_demo	ENST00000320985	909
Control_1_demo	ENST00000407445	651
Control_1_demo	ENST00000407445	425
Control_1_demo	ENST00000407445	661
Control_1_demo	ENST00000407445	1263
Control_1_demo	ENST00000407445	646
Control_1_demo	ENST00000407445	656
Control_1_demo	ENST00000407445	243
Control_1_demo	ENST00000407445	2162
Control_1_demo	ENST00000407445	1762
Control_1_demo	ENST00000614357	2147
Control_1_demo	ENST00000614357	1882
Control_1_demo	ENST00000614357	1892
Control_1_demo	ENST00000614357	2003
Control_1_demo	ENST00000614357	1324
Control_1_demo	ENST00000614357	1171
Control_1_demo	ENST00000614357	799
Control_1_demo	ENST00000614357	1060
Control_1_demo	ENST00000614357	676
Control_1_demo	ENST00000614357	618
Control_1_demo	ENST00000360971	3066
Control_1_demo	ENST00000360971	3224
Control_1_demo	ENST00000360971	1943
Control_1_demo	ENST00000360971	1574
Control_1_demo	ENST00000360971	3828
Control_1_demo	ENST00000360971	775
Control_1_demo	ENST00000360971	323
Control_1_demo	ENST00000360971	2917
Control_1_demo	ENST00000360971	447
Control_1_demo	ENST00000360971	2467
Control_1_demo	ENST00000360971	943
Control_1_demo	ENST00000494857	2438
Control_1_demo	ENST00000494857	561
Control_1_demo	ENST00000494857	2455
Control_1_demo	ENST00000494857	5586
Control_1_demo	ENST00000494857	3873
Control_1_demo	ENST00000494857	4451
Control_1_demo	ENST00000494857	3956
Control_1_demo	ENST00000494857	3209
Control_1_demo	ENST00000494857	2514
Control_1_demo	ENST00000494857	2015
Control_1_demo	ENST00000494857	1996
Control_1_demo	ENST00000494857	1689
Control_1_demo	ENST00000494857	1410
Control_1_demo	ENST00000494857	1048
Control_1_demo	ENST00000494857	935
Control_1_demo	ENST00000494857	708
Control_1_demo	ENST00000494857	538
Control_1_demo	ENST00000494857	511
Control_1_demo	ENST00000621744	1275
Control_1_demo	ENST00000621744	4756
Control_1_demo	ENST00000621744	4155
Control_1_demo	ENST00000621744	3779
Control_1_demo	ENST00000621744	2692
Control_1_demo	ENST00000621744	1947
Control_1_demo	ENST00000621744	1886
Control_1_demo	ENST00000621744	1690
Control_1_demo	ENST00000621744	1518
Control_1_demo	ENST00000621744	1074
Control_1_demo	ENST00000621744	732
Control_1_demo	ENST00000621744	344
Control_1_demo	ENST00000413371	3545
Control_1_demo	ENST00000413371	3472
Control_1_demo	ENST00000413371	3475
Control_1_demo	ENST00000413371	2026
Control_1_demo	ENST00000413371	1856
Control_1_demo	ENST00000413371	1843
Control_1_demo	ENST00000413371	977
Control_1_demo	ENST00000308497	1990
Control_1_demo	ENST00000308497	1459
Control_1_demo	ENST00000308497	3180
Control_1_demo	ENST00000308497	1704
Control_1_demo	ENST00000308497	1627
Control_1_demo	ENST00000308497	1386
Control_1_demo	ENST00000308497	1352
Control_1_demo	ENST00000314250	4911
Control_1_demo	ENST00000314250	3787
Control_1_demo	ENST00000314250	3461
Control_1_demo	ENST00000314250	3039
Control_1_demo	ENST00000314250	2312
Control_1_demo	ENST00000314250	2191
Control_1_demo	ENST00000314250	1163
Control_1_demo	ENST00000597937	3586
Control_1_demo	ENST00000597937	3416
Control_1_demo	ENST00000597937	3186
Control_1_demo	ENST00000597937	2212
Control_1_demo	ENST00000597937	2242
Control_1_demo	ENST00000597937	1287
Control_1_demo	ENST00000405442	1981
Control_1_demo	ENST00000405442	1533
Control_1_demo	ENST00000405442	1460
Control_1_demo	ENST00000405442	1312
Control_1_demo	ENST00000405442	966
Control_1_demo	ENST00000405442	964
Control_1_demo	ENST00000405442	861
Control_2_demo	ENST00000338700	4333
Control_2_demo	ENST00000338700	2367
Control_2_demo	ENST00000338700	1895
Control_2_demo	ENST00000338700	1516
Control_2_demo	ENST00000338700	1578
Control_2_demo	ENST00000338700	1173
Control_2_demo	ENST00000521452	2272
Control_2_demo	ENST00000521452	1802
Control_2_demo	ENST00000521452	639
Control_2_demo	ENST00000338458	3990
Control_2_demo	ENST00000338458	3853
Control_2_demo	ENST00000338458	3659
Control_2_demo	ENST00000338458	3549
Control_2_demo	ENST00000338458	3126
Control_2_demo	ENST00000338458	2965
Control_2_demo	ENST00000338458	311
Control_2_demo	ENST00000311085	5922
Control_2_demo	ENST00000311085	1580
Control_2_demo	ENST00000311085	1111
Control_2_demo	ENST00000311085	952
Control_2_demo	ENST00000311085	2217
Control_2_demo	ENST00000311085	1795
Control_2_demo	ENST00000311085	1815
Control_2_demo	ENST00000311085	1049
Control_2_demo	ENST00000311085	1620
Control_2_demo	ENST00000311085	1409
Control_2_demo	ENST00000311085	1153
Control_2_demo	ENST00000311085	986
Control_2_demo	ENST00000311085	558
Control_2_demo	ENST00000311085	2117
Control_2_demo	ENST00000537372	3395
Control_2_demo	ENST00000537372	3373
Control_2_demo	ENST00000537372	670
Control_2_demo	ENST00000561157	1590
Control_2_demo	ENST00000561157	1945
Control_2_demo	ENST00000561157	1096
Control_2_demo	ENST00000561157	513
Control_2_demo	ENST00000561157	507
Control_2_demo	ENST00000561157	495
Control_2_demo	ENST00000561157	597
Control_2_demo	ENST00000561157	632
Control_2_demo	ENST00000561157	566
Control_2_demo	ENST00000561157	2747
Control_2_demo	ENST00000561157	985
Control_2_demo	ENST00000561157	479
Control_2_demo	ENST00000561157	202
Control_2_demo	ENST00000401395	3052
Control_2_demo	ENST00000401395	2771
Control_2_demo	ENST00000401395	2755
Control_2_demo	ENST00000401395	2474
Control_2_demo	ENST00000401395	2491
Control_2_demo	ENST00000401395	2322
Control_2_demo	ENST00000401395	2292
Control_2_demo	ENST00000401395	1898
Control_2_demo	ENST00000401395	1793
Control_2_demo	ENST00000401395	1298
Control_2_demo	ENST00000401395	883
Control_2_demo	ENST00000393389	3790
Control_2_demo	ENST00000393389	1545
Control_2_demo	ENST00000610347	2990
Control_2_demo	ENST00000610347	2934
Control_2_demo	ENST00000610347	2259
Control_2_demo	ENST00000610347	2123
Control_2_demo	ENST00000610347	2084
Control_2_demo	ENST00000610347	2175
Control_2_demo	ENST00000610347	886
Control_2_demo	ENST00000610347	732
Control_2_demo	ENST00000222345	1933
Control_2_demo	ENST00000222345	3910
Control_2_demo	ENST00000222345	3442
Control_2_demo	ENST00000222345	3386
Control_2_demo	ENST00000222345	2674
Control_2_demo	ENST00000222345	2318
Control_2_demo	ENST00000222345	2285
Control_2_demo	ENST00000222345	2050
Control_2_demo	ENST00000222345	1872
Control_2_demo	ENST00000222345	1845
Control_2_demo	ENST00000222345	1666
Control_2_demo	ENST00000222345	1513
Control_2_demo	ENST00000222345	1447
Control_2_demo	ENST00000222345	1506
Control_2_demo	ENST00000222345	1367
Control_2_demo	ENST00000222345	936
Control_2_demo	ENST00000222345	901
Control_2_demo	ENST00000222345	910
Control_2_demo	ENST00000222345	764
Control_2_demo	ENST00000257468	1885
Control_2_demo	ENST00000257468	167
Control_2_demo	ENST00000257468	921
Control_2_demo	ENST00000257468	890
Control_2_demo	ENST00000370996	3411
Control_2_demo	ENST00000370996	3405
Control_2_demo	ENST00000370996	4148
Control_2_demo	ENST00000370996	3401
Control_2_demo	ENST00000370996	1138
Control_2_demo	ENST00000370996	1094
Control_2_demo	ENST00000370996	955
Control_2_demo	ENST00000370996	655
Control_2_demo	ENST00000349880	785
Control_2_demo	ENST00000349880	4371
Control_2_demo	ENST00000349880	902
Control_2_demo	ENST00000349880	3082
Control_2_demo	ENST00000349880	2531
Control_2_demo	ENST00000349880	1885
Control_2_demo	ENST00000349880	1653
Control_2_demo	ENST00000349880	1422
Control_2_demo	ENST00000610980	3232
Control_2_demo	ENST00000610980	3010
Control_2_demo	ENST00000610980	2791
Control_2_demo	ENST00000610980	1496
Control_2_demo	ENST00000610980	2203
Control_2_demo	ENST00000610980	2125
Control_2_demo	ENST00000610980	1836
Control_2_demo	ENST00000610980	1710
Control_2_demo	ENST00000610980	1081
Control_2_demo	ENST00000610980	762
Control_2_demo	ENST00000610980	517
Control_2_demo	ENST00000360375	3059
Control_2_demo	ENST00000360375	1438
Control_2_demo	ENST00000360375	3071
Control_2_demo	ENST00000360375	2816
Control_2_demo	ENST00000360375	2414
Control_2_demo	ENST00000360375	2290
Control_2_demo	ENST00000360375	1684
Control_2_demo	ENST00000300870	3194
Control_2_demo	ENST00000300870	3262
Control_2_demo	ENST00000300870	3227
Control_2_demo	ENST00000300870	1796
Control_2_demo	ENST00000300870	1317
Control_2_demo	ENST00000300870	604
Control_2_demo	ENST00000261833	3787
Control_2_demo	ENST00000261833	2964
Control_2_demo	ENST00000261833	3144
Control_2_demo	ENST00000261833	2110
Control_2_demo	ENST00000261833	1042
Control_2_demo	ENST00000261833	720
Control_2_demo	ENST00000261833	688
Control_2_demo	ENST00000261833	413
Control_2_demo	ENST00000392588	2710
Control_2_demo	ENST00000392588	2666
Control_2_demo	ENST00000392588	2542
Control_2_demo	ENST00000392588	1513
Control_2_demo	ENST00000392588	1297
Control_2_demo	ENST00000392588	1070
Control_2_demo	ENST00000381538	2356
Control_2_demo	ENST00000448232	4882
Control_2_demo	ENST00000448232	4238
Control_2_demo	ENST00000448232	2914
Control_2_demo	ENST00000448232	2932
Control_2_demo	ENST00000448232	1376
Control_2_demo	ENST00000448232	2579
Control_2_demo	ENST00000448232	2446
Control_2_demo	ENST00000448232	1310
Control_2_demo	ENST00000448232	1111
Control_2_demo	ENST00000448232	858
Control_2_demo	ENST00000448232	798
Control_2_demo	ENST00000448232	450
Control_2_demo	ENST00000174653	3475
Control_2_demo	ENST00000174653	868
Control_2_demo	ENST00000174653	1390
Control_2_demo	ENST00000174653	1085
Control_2_demo	ENST00000174653	1046
Control_2_demo	ENST00000174653	901
Control_2_demo	ENST00000394970	1739
Control_2_demo	ENST00000394970	1282
Control_2_demo	ENST00000394970	1317
Control_2_demo	ENST00000394970	1330
Control_2_demo	ENST00000637886	4440
Control_2_demo	ENST00000637886	4712
Control_2_demo	ENST00000637886	1453
Control_2_demo	ENST00000637886	1375
Control_2_demo	ENST00000637886	740
Control_2_demo	ENST00000302475	5243
Control_2_demo	ENST00000302475	3885
Control_2_demo	ENST00000302475	5894
Control_2_demo	ENST00000302475	2001
Control_2_demo	ENST00000302475	4895
Control_2_demo	ENST00000302475	1218
Control_2_demo	ENST00000302475	569
Control_2_demo	ENST00000302475	448
Control_2_demo	ENST00000314328	6127
Control_2_demo	ENST00000314328	700
Control_2_demo	ENST00000314328	3739
Control_2_demo	ENST00000314328	1654
Control_2_demo	ENST00000314328	1060
Control_2_demo	ENST00000314328	540
Control_2_demo	ENST00000314328	223
Control_2_demo	ENST00000600228	3491
Control_2_demo	ENST00000600228	786
Control_2_demo	ENST00000600228	2174
Control_2_demo	ENST00000258281	3161
Control_2_demo	ENST00000258281	3184
Control_2_demo	ENST00000258281	3109
Control_2_demo	ENST00000258281	634
Control_2_demo	ENST00000424629	2670
Control_2_demo	ENST00000424629	3820
Control_2_demo	ENST00000424629	3596
Control_2_demo	ENST00000424629	2151
Control_2_demo	ENST00000424629	1833
Control_2_demo	ENST00000424629	1389
Control_2_demo	ENST00000424629	1183
Control_2_demo	ENST00000424629	1224
Control_2_demo	ENST00000424629	857
Control_2_demo	ENST00000424629	459
Control_2_demo	ENST00000402965	1220
Control_2_demo	ENST00000402965	1017
Control_2_demo	ENST00000509018	8197
Control_2_demo	ENST00000509018	4928
Control_2_demo	ENST00000509018	4022
Control_2_demo	ENST00000509018	3720
Control_2_demo	ENST00000509018	3118
Control_2_demo	ENST00000509018	2744
Control_2_demo	ENST00000509018	2164
Control_2_demo	ENST00000509018	2078
Control_2_demo	ENST00000509018	1743
Control_2_demo	ENST00000509018	1644
Control_2_demo	ENST00000509018	1282
Control_2_demo	ENST00000509018	1294
Control_2_demo	ENST00000509018	919
Control_2_demo	ENST00000271332	5010
Control_2_demo	ENST00000271332	3642
Control_2_demo	ENST00000271332	4113
Control_2_demo	ENST00000271332	2349
Control_2_demo	ENST00000271332	2289
Control_2_demo	ENST00000271332	2102
Control_2_demo	ENST00000271332	1823
Control_2_demo	ENST00000271332	1542
Control_2_demo	ENST00000271332	1063
Control_2_demo	ENST00000271332	1031
Control_2_demo	ENST00000271332	713
Control_2_demo	ENST00000271332	549
Control_2_demo	ENST00000379802	4660
Control_2_demo	ENST00000379802	4563
Control_2_demo	ENST00000379802	4072
Control_2_demo	ENST00000379802	4206
Control_2_demo	ENST00000379802	3901
Control_2_demo	ENST00000379802	3096
Control_2_demo	ENST00000379802	2334
Control_2_demo	ENST00000379802	1594
Control_2_demo	ENST00000379802	1394
Control_2_demo	ENST00000379802	987
Control_2_demo	ENST00000379802	1022
Control_2_demo	ENST00000379802	862
Control_2_demo	ENST00000379802	782
Control_2_demo	ENST00000379802	652
Control_2_demo	ENST00000379802	526
Control_2_demo	ENST00000379802	480
Control_2_demo	ENST00000398506	2180
Control_2_demo	ENST00000398506	1091
Control_2_demo	ENST00000398506	669
Control_2_demo	ENST00000398506	1202
Control_2_demo	ENST00000398506	975
Control_2_demo	ENST00000398506	458
Control_2_demo	ENST00000368990	3841
Control_2_demo	ENST00000368990	1411
Control_2_demo	ENST00000368990	3033
Control_2_demo	ENST00000395153	3792
Control_2_demo	ENST00000395153	3738
Control_2_demo	ENST00000395153	3216
Control_2_demo	ENST00000395153	3330
Control_2_demo	ENST00000395153	1530
Control_2_demo	ENST00000395153	514
Control_2_demo	ENST00000320985	2235
Control_2_demo	ENST00000320985	2156
Control_2_demo	ENST00000320985	1964
Control_2_demo	ENST00000320985	1913
Control_2_demo	ENST00000320985	1699
Control_2_demo	ENST00000320985	1592
Control_2_demo	ENST00000320985	1243
Control_2_demo	ENST00000320985	857
Control_2_demo	ENST00000320985	828
Control_2_demo	ENST00000407445	542
Control_2_demo	ENST00000407445	1243
Control_2_demo	ENST00000407445	1268
Control_2_demo	ENST00000407445	1275
Control_2_demo	ENST00000407445	465
Control_2_demo	ENST00000407445	484
Control_2_demo	ENST00000407445	425
Control_2_demo	ENST00000407445	2034
Control_2_demo	ENST00000614357	1420
Control_2_demo	ENST00000614357	1981
Control_2_demo	ENST00000614357	1924
Control_2_demo	ENST00000614357	1383
Control_2_demo	ENST00000614357	1377
Control_2_demo	ENST00000614357	574
Control_2_demo	ENST00000360971	3329
Control_2_demo	ENST00000360971	3070
Control_2_demo	ENST00000360971	3108
Control_2_demo	ENST00000360971	2633
Control_2_demo	ENST00000360971	2443
Control_2_demo	ENST00000360971	2720
Control_2_demo	ENST00000360971	1563
Control_2_demo	ENST00000360971	863
Control_2_demo	ENST00000360971	1459
Control_2_demo	ENST00000360971	2476
Control_2_demo	ENST00000360971	1447
Control_2_demo	ENST00000360971	1235
Control_2_demo	ENST00000360971	1175
Control_2_demo	ENST00000360971	904
Control_2_demo	ENST00000360971	906
