sample	transcript	read_length
Treatment_1_demo	ENST00000561157	253
Treatment_1_demo	ENST00000561157	212
Treatment_1_demo	ENST00000561157	209
Treatment_1_demo	ENST00000561157	170
Treatment_1_demo	ENST00000561157	160
Treatment_1_demo	ENST00000561157	119
Treatment_1_demo	ENST00000561157	230
Treatment_1_demo	ENST00000561157	443
Treatment_1_demo	ENST00000561157	185
Treatment_1_demo	ENST00000561157	224
Treatment_1_demo	ENST00000561157	1082
Treatment_1_demo	ENST00000401395	455
Treatment_1_demo	ENST00000393389	1671
Treatment_1_demo	ENST00000393389	913
Treatment_1_demo	ENST00000393389	276
Treatment_1_demo	ENST00000610347	374
Treatment_1_demo	ENST00000610347	1091
Treatment_1_demo	ENST00000610347	1122
Treatment_1_demo	ENST00000610347	1282
Treatment_1_demo	ENST00000610347	657
Treatment_1_demo	ENST00000610347	256
Treatment_1_demo	ENST00000610347	359
Treatment_1_demo	ENST00000610347	282
Treatment_1_demo	ENST00000222345	854
Treatment_1_demo	ENST00000222345	419
Treatment_1_demo	ENST00000222345	331
Treatment_1_demo	ENST00000222345	260
Treatment_1_demo	ENST00000257468	405
Treatment_1_demo	ENST00000257468	387
Treatment_1_demo	ENST00000257468	222
Treatment_1_demo	ENST00000370996	3374
Treatment_1_demo	ENST00000370996	702
Treatment_1_demo	ENST00000370996	2071
Treatment_1_demo	ENST00000370996	2074
Treatment_1_demo	ENST00000370996	291
Treatment_1_demo	ENST00000370996	1112
Treatment_1_demo	ENST00000370996	236
Treatment_1_demo	ENST00000370996	714
Treatment_1_demo	ENST00000370996	907
Treatment_1_demo	ENST00000370996	340
Treatment_1_demo	ENST00000620854	1320
Treatment_1_demo	ENST00000620854	827
Treatment_1_demo	ENST00000620854	556
Treatment_1_demo	ENST00000620854	319
Treatment_1_demo	ENST00000349880	249
Treatment_1_demo	ENST00000349880	1743
Treatment_1_demo	ENST00000349880	1587
Treatment_1_demo	ENST00000349880	1201
Treatment_1_demo	ENST00000349880	1171
Treatment_1_demo	ENST00000349880	254
Treatment_1_demo	ENST00000349880	721
Treatment_1_demo	ENST00000349880	573
Treatment_1_demo	ENST00000610980	2651
Treatment_1_demo	ENST00000610980	1543
Treatment_1_demo	ENST00000610980	1206
Treatment_1_demo	ENST00000610980	1176
Treatment_1_demo	ENST00000610980	1006
Treatment_1_demo	ENST00000610980	413
Treatment_1_demo	ENST00000610980	378
Treatment_1_demo	ENST00000610980	341
Treatment_1_demo	ENST00000610980	258
Treatment_1_demo	ENST00000306376	742
Treatment_1_demo	ENST00000306376	632
Treatment_1_demo	ENST00000306376	604
Treatment_1_demo	ENST00000306376	608
Treatment_1_demo	ENST00000306376	1654
Treatment_1_demo	ENST00000360375	3078
Treatment_1_demo	ENST00000360375	1056
Treatment_1_demo	ENST00000360375	2328
Treatment_1_demo	ENST00000360375	1179
Treatment_1_demo	ENST00000360375	1540
Treatment_1_demo	ENST00000360375	556
Treatment_1_demo	ENST00000360375	440
Treatment_1_demo	ENST00000360375	435
Treatment_1_demo	ENST00000360375	280
Treatment_1_demo	ENST00000360375	488
Treatment_1_demo	ENST00000300870	557
Treatment_1_demo	ENST00000300870	2814
Treatment_1_demo	ENST00000300870	2464
Treatment_1_demo	ENST00000300870	1487
Treatment_1_demo	ENST00000300870	1102
Treatment_1_demo	ENST00000300870	1034
Treatment_1_demo	ENST00000300870	855
Treatment_1_demo	ENST00000300870	456
Treatment_1_demo	ENST00000300870	241
Treatment_1_demo	ENST00000261833	1076
Treatment_1_demo	ENST00000261833	2306
Treatment_1_demo	ENST00000261833	1032
Treatment_1_demo	ENST00000261833	1027
Treatment_1_demo	ENST00000261833	1021
Treatment_1_demo	ENST00000261833	909
Treatment_1_demo	ENST00000261833	459
Treatment_1_demo	ENST00000261833	407
Treatment_1_demo	ENST00000392588	1435
Treatment_1_demo	ENST00000392588	1251
Treatment_1_demo	ENST00000392588	551
Treatment_1_demo	ENST00000392588	446
Treatment_1_demo	ENST00000381538	2619
Treatment_1_demo	ENST00000381538	430
Treatment_1_demo	ENST00000381538	1945
Treatment_1_demo	ENST00000381538	1669
Treatment_1_demo	ENST00000381538	740
Treatment_1_demo	ENST00000381538	971
Treatment_1_demo	ENST00000381538	1004
Treatment_1_demo	ENST00000381538	972
Treatment_1_demo	ENST00000381538	889
Treatment_1_demo	ENST00000381538	630
Treatment_1_demo	ENST00000381538	496
Treatment_1_demo	ENST00000381538	471
Treatment_1_demo	ENST00000381538	326
Treatment_1_demo	ENST00000448232	2796
Treatment_1_demo	ENST00000448232	1125
Treatment_1_demo	ENST00000448232	1110
Treatment_1_demo	ENST00000448232	935
Treatment_1_demo	ENST00000448232	710
Treatment_1_demo	ENST00000448232	732
Treatment_1_demo	ENST00000448232	592
Treatment_1_demo	ENST00000448232	186
Treatment_1_demo	ENST00000174653	2622
Treatment_1_demo	ENST00000174653	4654
Treatment_1_demo	ENST00000174653	719
Treatment_1_demo	ENST00000174653	1773
Treatment_1_demo	ENST00000174653	161
Treatment_1_demo	ENST00000174653	188
Treatment_1_demo	ENST00000174653	712
Treatment_1_demo	ENST00000174653	775
Treatment_1_demo	ENST00000174653	671
Treatment_1_demo	ENST00000174653	431
Treatment_1_demo	ENST00000174653	565
Treatment_1_demo	ENST00000174653	341
Treatment_1_demo	ENST00000174653	300
Treatment_1_demo	ENST00000394970	1725
Treatment_1_demo	ENST00000394970	141
Treatment_1_demo	ENST00000394970	639
Treatment_1_demo	ENST00000394970	493
Treatment_1_demo	ENST00000637886	3254
Treatment_1_demo	ENST00000637886	1086
Treatment_1_demo	ENST00000637886	414
Treatment_1_demo	ENST00000637886	645
Treatment_1_demo	ENST00000637886	531
Treatment_1_demo	ENST00000302475	2608
Treatment_1_demo	ENST00000302475	2680
Treatment_1_demo	ENST00000302475	2274
Treatment_1_demo	ENST00000302475	1793
Treatment_1_demo	ENST00000302475	1049
Treatment_1_demo	ENST00000302475	591
Treatment_1_demo	ENST00000302475	656
Treatment_1_demo	ENST00000302475	627
Treatment_1_demo	ENST00000314328	619
Treatment_1_demo	ENST00000314328	2328
Treatment_1_demo	ENST00000314328	326
Treatment_1_demo	ENST00000314328	364
Treatment_1_demo	ENST00000314328	763
Treatment_1_demo	ENST00000314328	630
Treatment_1_demo	ENST00000314328	444
Treatment_1_demo	ENST00000314328	442
Treatment_1_demo	ENST00000314328	322
Treatment_1_demo	ENST00000314328	717
Treatment_1_demo	ENST00000314328	591
Treatment_1_demo	ENST00000600228	2356
Treatment_1_demo	ENST00000600228	726
Treatment_1_demo	ENST00000258281	1950
Treatment_1_demo	ENST00000258281	900
Treatment_1_demo	ENST00000258281	707
Treatment_1_demo	ENST00000258281	333
Treatment_1_demo	ENST00000424629	1389
Treatment_1_demo	ENST00000424629	686
Treatment_1_demo	ENST00000424629	2079
Treatment_1_demo	ENST00000424629	735
Treatment_1_demo	ENST00000424629	2371
Treatment_1_demo	ENST00000424629	929
Treatment_1_demo	ENST00000424629	740
Treatment_1_demo	ENST00000424629	311
Treatment_1_demo	ENST00000424629	343
Treatment_1_demo	ENST00000424629	452
Treatment_1_demo	ENST00000424629	906
Treatment_1_demo	ENST00000424629	757
Treatment_1_demo	ENST00000424629	177
Treatment_1_demo	ENST00000402965	270
Treatment_1_demo	ENST00000402965	152
Treatment_1_demo	ENST00000402965	796
Treatment_1_demo	ENST00000402965	706
Treatment_1_demo	ENST00000402965	573
Treatment_1_demo	ENST00000402965	580
Treatment_1_demo	ENST00000402965	406
Treatment_1_demo	ENST00000402965	351
Treatment_1_demo	ENST00000509018	2543
Treatment_1_demo	ENST00000509018	2434
Treatment_1_demo	ENST00000509018	1842
Treatment_1_demo	ENST00000509018	1313
Treatment_1_demo	ENST00000509018	1224
Treatment_1_demo	ENST00000509018	1091
Treatment_1_demo	ENST00000509018	559
Treatment_1_demo	ENST00000509018	468
Treatment_1_demo	ENST00000509018	307
Treatment_1_demo	ENST00000271332	1908
Treatment_1_demo	ENST00000271332	203
Treatment_1_demo	ENST00000271332	934
Treatment_1_demo	ENST00000271332	709
Treatment_1_demo	ENST00000271332	496
Treatment_1_demo	ENST00000271332	344
Treatment_1_demo	ENST00000379802	1611
Treatment_1_demo	ENST00000379802	1498
Treatment_1_demo	ENST00000379802	1342
Treatment_1_demo	ENST00000379802	1061
Treatment_1_demo	ENST00000379802	882
Treatment_1_demo	ENST00000379802	751
Treatment_1_demo	ENST00000379802	743
Treatment_1_demo	ENST00000379802	398
Treatment_1_demo	ENST00000379802	525
Treatment_1_demo	ENST00000379802	321
Treatment_1_demo	ENST00000398506	594
Treatment_1_demo	ENST00000398506	555
Treatment_1_demo	ENST00000398506	482
Treatment_1_demo	ENST00000398506	326
Treatment_1_demo	ENST00000398506	475
Treatment_1_demo	ENST00000368990	3737
Treatment_1_demo	ENST00000368990	1624
Treatment_1_demo	ENST00000368990	828
Treatment_1_demo	ENST00000368990	639
Treatment_1_demo	ENST00000368990	816
Treatment_1_demo	ENST00000368990	544
Treatment_1_demo	ENST00000368990	328
Treatment_1_demo	ENST00000368990	452
Treatment_1_demo	ENST00000368990	692
Treatment_1_demo	ENST00000368990	1999
Treatment_1_demo	ENST00000395153	2130
Treatment_1_demo	ENST00000395153	1487
Treatment_1_demo	ENST00000395153	585
Treatment_1_demo	ENST00000320985	1059
Treatment_1_demo	ENST00000320985	161
Treatment_1_demo	ENST00000320985	1106
Treatment_1_demo	ENST00000320985	574
Treatment_1_demo	ENST00000320985	866
Treatment_1_demo	ENST00000320985	422
Treatment_1_demo	ENST00000407445	454
Treatment_1_demo	ENST00000407445	389
Treatment_1_demo	ENST00000407445	549
Treatment_1_demo	ENST00000407445	104
Treatment_1_demo	ENST00000407445	187
Treatment_1_demo	ENST00000407445	484
Treatment_1_demo	ENST00000407445	931
Treatment_1_demo	ENST00000407445	445
Treatment_1_demo	ENST00000407445	698
Treatment_1_demo	ENST00000407445	338
Treatment_1_demo	ENST00000407445	497
Treatment_1_demo	ENST00000407445	318
Treatment_1_demo	ENST00000407445	179
Treatment_1_demo	ENST00000407445	673
Treatment_1_demo	ENST00000407445	683
Treatment_1_demo	ENST00000407445	698
Treatment_1_demo	ENST00000407445	658
Treatment_1_demo	ENST00000407445	204
Treatment_1_demo	ENST00000407445	656
Treatment_1_demo	ENST00000407445	194
Treatment_1_demo	ENST00000407445	254
Treatment_1_demo	ENST00000407445	487
Treatment_1_demo	ENST00000407445	248
Treatment_1_demo	ENST00000407445	154
Treatment_1_demo	ENST00000407445	243
Treatment_1_demo	ENST00000614357	740
Treatment_1_demo	ENST00000614357	2339
Treatment_1_demo	ENST00000614357	555
Treatment_1_demo	ENST00000614357	481
Treatment_1_demo	ENST00000614357	637
Treatment_1_demo	ENST00000614357	539
Treatment_1_demo	ENST00000614357	401
Treatment_1_demo	ENST00000614357	366
Treatment_1_demo	ENST00000360971	2849
Treatment_1_demo	ENST00000360971	737
Treatment_1_demo	ENST00000360971	729
Treatment_1_demo	ENST00000360971	364
Treatment_1_demo	ENST00000360971	186
Treatment_1_demo	ENST00000360971	540
Treatment_1_demo	ENST00000360971	1721
Treatment_1_demo	ENST00000360971	592
Treatment_1_demo	ENST00000494857	791
Treatment_1_demo	ENST00000494857	249
Treatment_1_demo	ENST00000494857	513
Treatment_1_demo	ENST00000494857	1413
Treatment_1_demo	ENST00000494857	1272
Treatment_1_demo	ENST00000494857	394
Treatment_1_demo	ENST00000494857	773
Treatment_1_demo	ENST00000621744	4406
Treatment_1_demo	ENST00000621744	1252
Treatment_1_demo	ENST00000621744	1086
Treatment_1_demo	ENST00000621744	1075
Treatment_1_demo	ENST00000621744	1054
Treatment_1_demo	ENST00000413371	1292
Treatment_1_demo	ENST00000413371	3432
Treatment_1_demo	ENST00000413371	3407
Treatment_1_demo	ENST00000413371	2821
Treatment_1_demo	ENST00000413371	2401
Treatment_1_demo	ENST00000413371	2401
Treatment_1_demo	ENST00000413371	1742
Treatment_1_demo	ENST00000413371	1463
Treatment_1_demo	ENST00000413371	1301
Treatment_1_demo	ENST00000413371	951
Treatment_1_demo	ENST00000413371	462
Treatment_1_demo	ENST00000413371	308
Treatment_1_demo	ENST00000413371	298
Treatment_1_demo	ENST00000308497	646
Treatment_1_demo	ENST00000308497	2568
Treatment_1_demo	ENST00000308497	954
Treatment_1_demo	ENST00000308497	264
Treatment_1_demo	ENST00000308497	2295
Treatment_1_demo	ENST00000308497	674
Treatment_1_demo	ENST00000308497	2007
Treatment_1_demo	ENST00000308497	743
Treatment_1_demo	ENST00000308497	722
Treatment_1_demo	ENST00000314250	3612
Treatment_1_demo	ENST00000314250	4116
Treatment_1_demo	ENST00000314250	3094
Treatment_1_demo	ENST00000314250	2709
Treatment_1_demo	ENST00000314250	497
Treatment_1_demo	ENST00000314250	528
Treatment_1_demo	ENST00000597937	3442
Treatment_1_demo	ENST00000597937	580
Treatment_1_demo	ENST00000597937	624
Treatment_1_demo	ENST00000405442	1790
Treatment_1_demo	ENST00000405442	1926
Treatment_1_demo	ENST00000405442	1700
Treatment_1_demo	ENST00000405442	186
Treatment_1_demo	ENST00000405442	1359
Treatment_1_demo	ENST00000405442	1319
Treatment_1_demo	ENST00000405442	194
Treatment_1_demo	ENST00000405442	1083
Treatment_1_demo	ENST00000405442	1623
Treatment_1_demo	ENST00000405442	770
Treatment_1_demo	ENST00000405442	936
Treatment_1_demo	ENST00000405442	267
Treatment_1_demo	ENST00000405442	945
Treatment_1_demo	ENST00000405442	235
Treatment_1_demo	ENST00000405442	956
Treatment_1_demo	ENST00000405442	706
Treatment_1_demo	ENST00000405442	277
Treatment_1_demo	ENST00000405442	464
Treatment_1_demo	ENST00000405442	211
