sample	transcript	read_length
Treatment_2_demo	ENST00000300870	912
Treatment_2_demo	ENST00000300870	518
Treatment_2_demo	ENST00000300870	380
Treatment_2_demo	ENST00000300870	304
Treatment_2_demo	ENST00000261833	918
Treatment_2_demo	ENST00000261833	1002
Treatment_2_demo	ENST00000261833	577
Treatment_2_demo	ENST00000261833	459
Treatment_2_demo	ENST00000261833	929
Treatment_2_demo	ENST00000261833	343
Treatment_2_demo	ENST00000261833	303
Treatment_2_demo	ENST00000392588	1208
Treatment_2_demo	ENST00000392588	913
Treatment_2_demo	ENST00000392588	623
Treatment_2_demo	ENST00000392588	602
Treatment_2_demo	ENST00000381538	3386
Treatment_2_demo	ENST00000381538	3741
Treatment_2_demo	ENST00000381538	3722
Treatment_2_demo	ENST00000381538	3269
Treatment_2_demo	ENST00000381538	1663
Treatment_2_demo	ENST00000381538	1656
Treatment_2_demo	ENST00000381538	413
Treatment_2_demo	ENST00000381538	1362
Treatment_2_demo	ENST00000381538	718
Treatment_2_demo	ENST00000381538	922
Treatment_2_demo	ENST00000381538	440
Treatment_2_demo	ENST00000381538	339
Treatment_2_demo	ENST00000448232	3659
Treatment_2_demo	ENST00000448232	3125
Treatment_2_demo	ENST00000448232	1067
Treatment_2_demo	ENST00000448232	526
Treatment_2_demo	ENST00000448232	276
Treatment_2_demo	ENST00000174653	1079
Treatment_2_demo	ENST00000174653	746
Treatment_2_demo	ENST00000394970	2091
Treatment_2_demo	ENST00000394970	2230
Treatment_2_demo	ENST00000394970	1251
Treatment_2_demo	ENST00000394970	182
Treatment_2_demo	ENST00000637886	5078
Treatment_2_demo	ENST00000637886	3530
Treatment_2_demo	ENST00000637886	1708
Treatment_2_demo	ENST00000637886	892
Treatment_2_demo	ENST00000637886	626
Treatment_2_demo	ENST00000637886	463
Treatment_2_demo	ENST00000637886	795
Treatment_2_demo	ENST00000302475	3988
Treatment_2_demo	ENST00000302475	1878
Treatment_2_demo	ENST00000302475	2271
Treatment_2_demo	ENST00000302475	1783
Treatment_2_demo	ENST00000302475	1669
Treatment_2_demo	ENST00000302475	1214
Treatment_2_demo	ENST00000302475	665
Treatment_2_demo	ENST00000302475	509
Treatment_2_demo	ENST00000302475	459
Treatment_2_demo	ENST00000314328	374
Treatment_2_demo	ENST00000314328	2705
Treatment_2_demo	ENST00000314328	826
Treatment_2_demo	ENST00000314328	2200
Treatment_2_demo	ENST00000314328	1759
Treatment_2_demo	ENST00000314328	618
Treatment_2_demo	ENST00000314328	418
Treatment_2_demo	ENST00000600228	985
Treatment_2_demo	ENST00000600228	478
Treatment_2_demo	ENST00000600228	441
Treatment_2_demo	ENST00000600228	1215
Treatment_2_demo	ENST00000258281	3214
Treatment_2_demo	ENST00000258281	2959
Treatment_2_demo	ENST00000424629	1838
Treatment_2_demo	ENST00000424629	1587
Treatment_2_demo	ENST00000424629	1381
Treatment_2_demo	ENST00000424629	548
Treatment_2_demo	ENST00000424629	944
Treatment_2_demo	ENST00000424629	826
Treatment_2_demo	ENST00000424629	677
Treatment_2_demo	ENST00000424629	569
Treatment_2_demo	ENST00000424629	400
Treatment_2_demo	ENST00000402965	437
Treatment_2_demo	ENST00000402965	951
Treatment_2_demo	ENST00000402965	699
Treatment_2_demo	ENST00000402965	244
Treatment_2_demo	ENST00000509018	6184
Treatment_2_demo	ENST00000509018	4537
Treatment_2_demo	ENST00000509018	4522
Treatment_2_demo	ENST00000509018	4161
Treatment_2_demo	ENST00000509018	2267
Treatment_2_demo	ENST00000509018	1205
Treatment_2_demo	ENST00000509018	1140
Treatment_2_demo	ENST00000509018	1173
Treatment_2_demo	ENST00000509018	1055
Treatment_2_demo	ENST00000509018	1043
Treatment_2_demo	ENST00000509018	995
Treatment_2_demo	ENST00000509018	711
Treatment_2_demo	ENST00000509018	473
Treatment_2_demo	ENST00000509018	425
Treatment_2_demo	ENST00000509018	185
Treatment_2_demo	ENST00000271332	3610
Treatment_2_demo	ENST00000271332	2171
Treatment_2_demo	ENST00000271332	1173
Treatment_2_demo	ENST00000271332	1182
Treatment_2_demo	ENST00000271332	1112
Treatment_2_demo	ENST00000271332	797
Treatment_2_demo	ENST00000271332	553
Treatment_2_demo	ENST00000271332	545
Treatment_2_demo	ENST00000271332	544
Treatment_2_demo	ENST00000271332	429
Treatment_2_demo	ENST00000379802	2682
Treatment_2_demo	ENST00000379802	1764
Treatment_2_demo	ENST00000379802	988
Treatment_2_demo	ENST00000379802	677
Treatment_2_demo	ENST00000379802	689
Treatment_2_demo	ENST00000379802	246
Treatment_2_demo	ENST00000379802	236
Treatment_2_demo	ENST00000398506	1539
Treatment_2_demo	ENST00000398506	525
Treatment_2_demo	ENST00000398506	1217
Treatment_2_demo	ENST00000398506	979
Treatment_2_demo	ENST00000398506	670
Treatment_2_demo	ENST00000398506	459
Treatment_2_demo	ENST00000398506	370
Treatment_2_demo	ENST00000398506	365
Treatment_2_demo	ENST00000398506	616
Treatment_2_demo	ENST00000398506	305
Treatment_2_demo	ENST00000398506	417
Treatment_2_demo	ENST00000368990	3846
Treatment_2_demo	ENST00000368990	1882
Treatment_2_demo	ENST00000368990	1398
Treatment_2_demo	ENST00000368990	961
Treatment_2_demo	ENST00000368990	430
Treatment_2_demo	ENST00000368990	680
Treatment_2_demo	ENST00000368990	656
Treatment_2_demo	ENST00000368990	858
Treatment_2_demo	ENST00000368990	550
Treatment_2_demo	ENST00000395153	3618
Treatment_2_demo	ENST00000395153	1510
Treatment_2_demo	ENST00000395153	406
Treatment_2_demo	ENST00000320985	1358
Treatment_2_demo	ENST00000320985	2232
Treatment_2_demo	ENST00000320985	1500
Treatment_2_demo	ENST00000320985	2173
Treatment_2_demo	ENST00000320985	1833
Treatment_2_demo	ENST00000320985	692
Treatment_2_demo	ENST00000320985	384
Treatment_2_demo	ENST00000407445	226
Treatment_2_demo	ENST00000407445	1295
Treatment_2_demo	ENST00000407445	603
Treatment_2_demo	ENST00000407445	204
Treatment_2_demo	ENST00000407445	1292
Treatment_2_demo	ENST00000407445	311
Treatment_2_demo	ENST00000407445	1310
Treatment_2_demo	ENST00000407445	406
Treatment_2_demo	ENST00000614357	1923
Treatment_2_demo	ENST00000614357	376
Treatment_2_demo	ENST00000360971	3095
Treatment_2_demo	ENST00000360971	3127
Treatment_2_demo	ENST00000360971	1763
Treatment_2_demo	ENST00000360971	1779
Treatment_2_demo	ENST00000360971	1370
Treatment_2_demo	ENST00000360971	1008
Treatment_2_demo	ENST00000360971	780
Treatment_2_demo	ENST00000360971	1241
Treatment_2_demo	ENST00000360971	1085
Treatment_2_demo	ENST00000360971	953
Treatment_2_demo	ENST00000360971	628
Treatment_2_demo	ENST00000360971	293
Treatment_2_demo	ENST00000360971	244
Treatment_2_demo	ENST00000494857	803
Treatment_2_demo	ENST00000494857	3410
Treatment_2_demo	ENST00000494857	1217
Treatment_2_demo	ENST00000494857	484
Treatment_2_demo	ENST00000621744	700
Treatment_2_demo	ENST00000621744	765
Treatment_2_demo	ENST00000621744	3926
Treatment_2_demo	ENST00000621744	2480
Treatment_2_demo	ENST00000621744	1611
Treatment_2_demo	ENST00000621744	1464
Treatment_2_demo	ENST00000621744	864
Treatment_2_demo	ENST00000621744	570
Treatment_2_demo	ENST00000621744	541
Treatment_2_demo	ENST00000621744	500
Treatment_2_demo	ENST00000413371	3514
Treatment_2_demo	ENST00000413371	3404
Treatment_2_demo	ENST00000413371	3345
Treatment_2_demo	ENST00000413371	820
Treatment_2_demo	ENST00000413371	460
Treatment_2_demo	ENST00000413371	349
Treatment_2_demo	ENST00000308497	4833
Treatment_2_demo	ENST00000308497	2108
Treatment_2_demo	ENST00000308497	1325
Treatment_2_demo	ENST00000308497	1081
Treatment_2_demo	ENST00000308497	731
Treatment_2_demo	ENST00000308497	727
Treatment_2_demo	ENST00000308497	726
Treatment_2_demo	ENST00000308497	662
Treatment_2_demo	ENST00000308497	256
Treatment_2_demo	ENST00000314250	4277
Treatment_2_demo	ENST00000314250	3992
Treatment_2_demo	ENST00000314250	3089
Treatment_2_demo	ENST00000314250	2737
Treatment_2_demo	ENST00000314250	2201
Treatment_2_demo	ENST00000314250	1906
Treatment_2_demo	ENST00000314250	584
Treatment_2_demo	ENST00000597937	2658
Treatment_2_demo	ENST00000597937	1655
Treatment_2_demo	ENST00000597937	1031
Treatment_2_demo	ENST00000597937	1255
Treatment_2_demo	ENST00000597937	698
Treatment_2_demo	ENST00000405442	1846
Treatment_2_demo	ENST00000405442	692
