sample	transcript	read_length
Control_1_demo	ENST00000306376	1550
Control_1_demo	ENST00000360375	3740
Control_1_demo	ENST00000360375	3083
Control_1_demo	ENST00000360375	3732
Control_1_demo	ENST00000360375	2807
Control_1_demo	ENST00000360375	3927
Control_1_demo	ENST00000300870	3294
Control_1_demo	ENST00000300870	3313
Control_1_demo	ENST00000300870	669
Control_1_demo	ENST00000300870	2607
Control_1_demo	ENST00000300870	3215
Control_1_demo	ENST00000300870	3234
Control_1_demo	ENST00000300870	3295
Control_1_demo	ENST00000300870	3147
Control_1_demo	ENST00000300870	3355
Control_1_demo	ENST00000300870	3266
Control_1_demo	ENST00000300870	3246
Control_1_demo	ENST00000300870	3236
Control_1_demo	ENST00000300870	2359
Control_1_demo	ENST00000300870	3084
Control_1_demo	ENST00000300870	2812
Control_1_demo	ENST00000300870	2691
Control_1_demo	ENST00000300870	2780
Control_1_demo	ENST00000300870	2232
Control_1_demo	ENST00000300870	1215
Control_1_demo	ENST00000300870	1562
Control_1_demo	ENST00000300870	1489
Control_1_demo	ENST00000300870	1181
Control_1_demo	ENST00000300870	780
Control_1_demo	ENST00000300870	648
Control_1_demo	ENST00000261833	1953
Control_1_demo	ENST00000261833	3862
Control_1_demo	ENST00000261833	2322
Control_1_demo	ENST00000261833	473
Control_1_demo	ENST00000261833	2337
Control_1_demo	ENST00000261833	2089
Control_1_demo	ENST00000261833	692
Control_1_demo	ENST00000392588	2855
Control_1_demo	ENST00000392588	2303
Control_1_demo	ENST00000392588	1559
Control_1_demo	ENST00000392588	990
Control_1_demo	ENST00000392588	897
Control_1_demo	ENST00000392588	910
Control_1_demo	ENST00000381538	3697
Control_1_demo	ENST00000381538	3640
Control_1_demo	ENST00000381538	3253
Control_1_demo	ENST00000381538	3408
Control_1_demo	ENST00000381538	3302
Control_1_demo	ENST00000381538	2554
Control_1_demo	ENST00000381538	2828
Control_1_demo	ENST00000381538	1864
Control_1_demo	ENST00000381538	1957
Control_1_demo	ENST00000381538	1851
Control_1_demo	ENST00000381538	1391
Control_1_demo	ENST00000381538	1398
Control_1_demo	ENST00000381538	1280
Control_1_demo	ENST00000381538	1264
Control_1_demo	ENST00000381538	777
Control_1_demo	ENST00000448232	5109
Control_1_demo	ENST00000448232	4736
Control_1_demo	ENST00000448232	2158
Control_1_demo	ENST00000448232	845
Control_1_demo	ENST00000448232	2414
Control_1_demo	ENST00000448232	2115
Control_1_demo	ENST00000448232	1381
Control_1_demo	ENST00000448232	1734
Control_1_demo	ENST00000448232	563
Control_1_demo	ENST00000174653	3429
Control_1_demo	ENST00000174653	2324
Control_1_demo	ENST00000174653	2106
Control_1_demo	ENST00000174653	2012
Control_1_demo	ENST00000174653	1582
Control_1_demo	ENST00000174653	1347
Control_1_demo	ENST00000174653	1065
Control_1_demo	ENST00000394970	2228
Control_1_demo	ENST00000394970	2051
Control_1_demo	ENST00000394970	1864
Control_1_demo	ENST00000394970	1711
Control_1_demo	ENST00000394970	1232
Control_1_demo	ENST00000637886	4968
Control_1_demo	ENST00000637886	4494
Control_1_demo	ENST00000637886	4070
Control_1_demo	ENST00000637886	1823
Control_1_demo	ENST00000637886	1745
Control_1_demo	ENST00000637886	1453
Control_1_demo	ENST00000637886	739
Control_1_demo	ENST00000637886	1441
Control_1_demo	ENST00000302475	4348
Control_1_demo	ENST00000302475	773
Control_1_demo	ENST00000302475	2124
Control_1_demo	ENST00000314328	5883
Control_1_demo	ENST00000314328	5745
Control_1_demo	ENST00000314328	4548
Control_1_demo	ENST00000314328	3635
Control_1_demo	ENST00000314328	2713
Control_1_demo	ENST00000314328	2521
Control_1_demo	ENST00000314328	1681
Control_1_demo	ENST00000314328	606
Control_1_demo	ENST00000314328	552
Control_1_demo	ENST00000314328	546
Control_1_demo	ENST00000314328	497
Control_1_demo	ENST00000600228	3145
Control_1_demo	ENST00000600228	2667
Control_1_demo	ENST00000600228	2052
Control_1_demo	ENST00000600228	652
Control_1_demo	ENST00000600228	3370
Control_1_demo	ENST00000600228	2192
Control_1_demo	ENST00000600228	749
Control_1_demo	ENST00000600228	655
Control_1_demo	ENST00000258281	3132
Control_1_demo	ENST00000258281	3111
Control_1_demo	ENST00000258281	1388
Control_1_demo	ENST00000258281	3199
Control_1_demo	ENST00000258281	3084
Control_1_demo	ENST00000258281	3225
Control_1_demo	ENST00000258281	3094
Control_1_demo	ENST00000258281	617
Control_1_demo	ENST00000424629	1207
Control_1_demo	ENST00000424629	2273
Control_1_demo	ENST00000424629	714
Control_1_demo	ENST00000424629	2588
Control_1_demo	ENST00000424629	2415
Control_1_demo	ENST00000424629	1173
Control_1_demo	ENST00000424629	1789
Control_1_demo	ENST00000424629	1476
Control_1_demo	ENST00000402965	1807
Control_1_demo	ENST00000402965	1701
Control_1_demo	ENST00000402965	1703
Control_1_demo	ENST00000402965	1922
Control_1_demo	ENST00000402965	1082
Control_1_demo	ENST00000402965	1032
Control_1_demo	ENST00000402965	959
Control_1_demo	ENST00000402965	692
Control_1_demo	ENST00000402965	641
Control_1_demo	ENST00000509018	4942
Control_1_demo	ENST00000509018	2767
Control_1_demo	ENST00000509018	2590
Control_1_demo	ENST00000509018	2529
Control_1_demo	ENST00000509018	2089
Control_1_demo	ENST00000509018	1969
Control_1_demo	ENST00000509018	1905
Control_1_demo	ENST00000509018	1814
Control_1_demo	ENST00000509018	1598
Control_1_demo	ENST00000509018	1097
Control_1_demo	ENST00000509018	666
Control_1_demo	ENST00000271332	2715
Control_1_demo	ENST00000271332	3324
Control_1_demo	ENST00000271332	2483
Control_1_demo	ENST00000271332	2140
Control_1_demo	ENST00000271332	1817
Control_1_demo	ENST00000271332	2095
Control_1_demo	ENST00000271332	1680
Control_1_demo	ENST00000271332	1538
Control_1_demo	ENST00000271332	1392
Control_1_demo	ENST00000271332	1106
Control_1_demo	ENST00000271332	1244
Control_1_demo	ENST00000271332	1060
Control_1_demo	ENST00000271332	963
Control_1_demo	ENST00000271332	917
Control_1_demo	ENST00000271332	936
Control_1_demo	ENST00000271332	586
Control_1_demo	ENST00000271332	584
Control_1_demo	ENST00000271332	624
Control_1_demo	ENST00000379802	4278
Control_1_demo	ENST00000379802	4057
Control_1_demo	ENST00000379802	3562
Control_1_demo	ENST00000379802	2501
Control_1_demo	ENST00000379802	2281
Control_1_demo	ENST00000379802	1542
Control_1_demo	ENST00000379802	1622
Control_1_demo	ENST00000379802	1482
Control_1_demo	ENST00000379802	1050
Control_1_demo	ENST00000379802	890
Control_1_demo	ENST00000379802	625
Control_1_demo	ENST00000379802	332
Control_1_demo	ENST00000398506	2173
Control_1_demo	ENST00000398506	2154
Control_1_demo	ENST00000398506	1317
Control_1_demo	ENST00000398506	1520
Control_1_demo	ENST00000398506	959
Control_1_demo	ENST00000398506	669
Control_1_demo	ENST00000398506	862
Control_1_demo	ENST00000398506	435
Control_1_demo	ENST00000368990	3833
Control_1_demo	ENST00000368990	3352
Control_1_demo	ENST00000368990	2569
Control_1_demo	ENST00000368990	2172
Control_1_demo	ENST00000368990	1942
Control_1_demo	ENST00000368990	1339
Control_1_demo	ENST00000368990	1371
Control_1_demo	ENST00000368990	1294
Control_1_demo	ENST00000368990	1289
Control_1_demo	ENST00000368990	987
Control_1_demo	ENST00000368990	846
Control_1_demo	ENST00000368990	809
Control_1_demo	ENST00000368990	731
Control_1_demo	ENST00000395153	3859
Control_1_demo	ENST00000395153	2273
Control_1_demo	ENST00000395153	1810
Control_1_demo	ENST00000320985	3372
Control_1_demo	ENST00000320985	2220
Control_1_demo	ENST00000320985	2233
Control_1_demo	ENST00000320985	2139
Control_1_demo	ENST00000320985	1857
Control_1_demo	ENST00000320985	1901
Control_1_demo	ENST00000320985	955
Control_1_demo	ENST00000320985	909
Control_1_demo	ENST00000407445	651
Control_1_demo	ENST00000407445	425
Control_1_demo	ENST00000407445	661
Control_1_demo	ENST00000407445	1263
Control_1_demo	ENST00000407445	646
Control_1_demo	ENST00000407445	656
Control_1_demo	ENST00000407445	243
Control_1_demo	ENST00000407445	2162
Control_1_demo	ENST00000407445	1762
Control_1_demo	ENST00000614357	2147
Control_1_demo	ENST00000614357	1882
Control_1_demo	ENST00000614357	1892
Control_1_demo	ENST00000614357	2003
Control_1_demo	ENST00000614357	1324
Control_1_demo	ENST00000614357	1171
Control_1_demo	ENST00000614357	799
Control_1_demo	ENST00000614357	1060
Control_1_demo	ENST00000614357	676
Control_1_demo	ENST00000614357	618
Control_1_demo	ENST00000360971	3066
Control_1_demo	ENST00000360971	3224
Control_1_demo	ENST00000360971	1943
Control_1_demo	ENST00000360971	1574
Control_1_demo	ENST00000360971	3828
Control_1_demo	ENST00000360971	775
Control_1_demo	ENST00000360971	323
Control_1_demo	ENST00000360971	2917
Control_1_demo	ENST00000360971	447
Control_1_demo	ENST00000360971	2467
Control_1_demo	ENST00000360971	943
Control_1_demo	ENST00000494857	2438
Control_1_demo	ENST00000494857	561
Control_1_demo	ENST00000494857	2455
Control_1_demo	ENST00000494857	5586
Control_1_demo	ENST00000494857	3873
Control_1_demo	ENST00000494857	4451
Control_1_demo	ENST00000494857	3956
Control_1_demo	ENST00000494857	3209
Control_1_demo	ENST00000494857	2514
Control_1_demo	ENST00000494857	2015
Control_1_demo	ENST00000494857	1996
Control_1_demo	ENST00000494857	1689
Control_1_demo	ENST00000494857	1410
Control_1_demo	ENST00000494857	1048
Control_1_demo	ENST00000494857	935
Control_1_demo	ENST00000494857	708
Control_1_demo	ENST00000494857	538
Control_1_demo	ENST00000494857	511
Control_1_demo	ENST00000621744	1275
Control_1_demo	ENST00000621744	4756
Control_1_demo	ENST00000621744	4155
Control_1_demo	ENST00000621744	3779
Control_1_demo	ENST00000621744	2692
Control_1_demo	ENST00000621744	1947
Control_1_demo	ENST00000621744	1886
Control_1_demo	ENST00000621744	1690
Control_1_demo	ENST00000621744	1518
Control_1_demo	ENST00000621744	1074
Control_1_demo	ENST00000621744	732
Control_1_demo	ENST00000621744	344
Control_1_demo	ENST00000413371	3545
Control_1_demo	ENST00000413371	3472
Control_1_demo	ENST00000413371	3475
Control_1_demo	ENST00000413371	2026
Control_1_demo	ENST00000413371	1856
Control_1_demo	ENST00000413371	1843
Control_1_demo	ENST00000413371	977
Control_1_demo	ENST00000308497	1990
Control_1_demo	ENST00000308497	1459
Control_1_demo	ENST00000308497	3180
Control_1_demo	ENST00000308497	1704
Control_1_demo	ENST00000308497	1627
Control_1_demo	ENST00000308497	1386
Control_1_demo	ENST00000308497	1352
Control_1_demo	ENST00000314250	4911
Control_1_demo	ENST00000314250	3787
Control_1_demo	ENST00000314250	3461
Control_1_demo	ENST00000314250	3039
Control_1_demo	ENST00000314250	2312
Control_1_demo	ENST00000314250	2191
Control_1_demo	ENST00000314250	1163
Control_1_demo	ENST00000597937	3586
Control_1_demo	ENST00000597937	3416
Control_1_demo	ENST00000597937	3186
Control_1_demo	ENST00000597937	2212
Control_1_demo	ENST00000597937	2242
Control_1_demo	ENST00000597937	1287
Control_1_demo	ENST00000405442	1981
Control_1_demo	ENST00000405442	1533
Control_1_demo	ENST00000405442	1460
Control_1_demo	ENST00000405442	1312
Control_1_demo	ENST00000405442	966
Control_1_demo	ENST00000405442	964
Control_1_demo	ENST00000405442	861
