sample	transcript	read_length
Control_3_demo	ENST00000398506	1754
Control_3_demo	ENST00000368990	3331
Control_3_demo	ENST00000368990	3914
Control_3_demo	ENST00000368990	3748
Control_3_demo	ENST00000368990	3890
Control_3_demo	ENST00000368990	362
Control_3_demo	ENST00000395153	3760
Control_3_demo	ENST00000395153	3139
Control_3_demo	ENST00000395153	979
Control_3_demo	ENST00000320985	2218
Control_3_demo	ENST00000320985	2257
Control_3_demo	ENST00000407445	402
Control_3_demo	ENST00000407445	542
Control_3_demo	ENST00000407445	1104
Control_3_demo	ENST00000614357	2066
Control_3_demo	ENST00000614357	2023
Control_3_demo	ENST00000614357	1711
Control_3_demo	ENST00000614357	1197
Control_3_demo	ENST00000614357	644
Control_3_demo	ENST00000360971	1949
Control_3_demo	ENST00000494857	3680
Control_3_demo	ENST00000494857	508
Control_3_demo	ENST00000621744	1855
Control_3_demo	ENST00000621744	6861
Control_3_demo	ENST00000413371	3914
Control_3_demo	ENST00000413371	2862
Control_3_demo	ENST00000308497	7083
Control_3_demo	ENST00000308497	1709
Control_3_demo	ENST00000308497	2395
Control_3_demo	ENST00000308497	1774
Control_3_demo	ENST00000308497	1704
Control_3_demo	ENST00000308497	443
Control_3_demo	ENST00000314250	4792
Control_3_demo	ENST00000314250	4774
Control_3_demo	ENST00000597937	3584
Control_3_demo	ENST00000597937	1955
Control_3_demo	ENST00000597937	3627
Control_3_demo	ENST00000597937	1618
Control_3_demo	ENST00000597937	1406
Control_3_demo	ENST00000597937	817
Control_3_demo	ENST00000405442	1971
Control_3_demo	ENST00000405442	1416
Control_3_demo	ENST00000405442	1127
